title,domestic_revenue,distributor,opening_theaters,MPAA,release_days,action,animation,comedy,drama,horror,thriller
Finding Nemo,5.628029082992763,0,2.456366033129043,3,1.7403626894942439,0,0,0,1,0,0
Black Panther,6.961464948475288,2,3.048053173115609,4,2.03342375548695,1,0,0,0,0,0
The Godfather,6.742495043505271,4,3.0773679052841563,0,2.093421685162235,0,0,1,0,0,0
Spider-Man,4.941968344282969,2,3.583765368285,3,1.8388490907372552,0,0,1,0,0,0
Shrek,6.4094453243577405,3,3.0433622780211294,1,1.505149978319906,0,0,0,0,1,0
Iron Man,5.83697254079245,4,3.6291036501771363,4,2.2430380486862944,0,0,0,0,0,1
Captain America,5.794939533926817,3,3.649334858712142,2,1.9395192526186185,0,0,0,0,1,0
Batman Begins,4.379939722801916,4,3.438858659420562,4,2.220108088040055,0,0,0,1,0,0
Wonder Woman,6.92969024944689,0,2.8674674878590514,0,1.7075701760979363,0,1,0,0,0,0
Guardians of the Galaxy,6.715064755163923,2,3.4302363534115106,2,1.845098040014257,0,0,0,0,0,1
Coco,5.954842386436983,2,3.274619619091238,3,1.919078092376074,0,1,0,0,0,0
Pirates of the Caribbean,6.597231910811817,4,3.563599728881531,3,1.845098040014257,0,1,0,0,0,0
X-Men,6.8234276019594775,2,3.5425764762605296,2,1.9493900066449128,0,1,0,0,0,0
The Matrix,5.971120384322207,4,3.1055101847699738,2,2.060697840353612,0,0,1,0,0,0
Forrest Gump,6.921952483889515,1,3.442009159140952,4,0.8450980400142568,0,0,0,0,1,0
Jaws,4.561029790745868,4,2.4183012913197452,3,2.1335389083702174,0,0,1,0,0,0
Interstellar,5.844454808071904,3,2.9339931638312424,3,2.103803720955957,1,0,0,0,0,0
Deadpool,5.474760976479965,1,3.534660575828444,1,0.0,1,0,0,0,0,0
Mad Max,6.67324979652536,3,3.6084190513172856,2,2.0253058652647704,0,1,0,0,0,0
The Hunger Games,6.3977135953796385,4,3.496514518697745,3,2.100370545117563,0,1,0,0,0,0
The Avengers,6.675713742437474,3,2.9479236198317262,0,1.9084850188786497,1,0,0,0,0,0
Titanic,6.887776587438845,3,2.586587304671755,3,1.6532125137753437,0,1,0,0,0,0
Jurassic Park,5.083993253014885,1,3.1758016328482794,1,1.9777236052888478,0,0,0,0,1,0
Avatar,3.4075608494863627,1,3.373095987078727,1,1.9084850188786497,0,1,0,0,0,0
The Lion King,5.809733397693733,0,3.0707764628434346,2,2.093421685162235,0,0,0,0,0,1
Star Wars,6.3741268787837155,0,3.1389339402569236,2,1.4913616938342726,0,0,1,0,0,0
Frozen,6.166446987943187,3,3.1439511164239633,1,1.9344984512435677,1,0,0,0,0,0
Inception,5.415397413166541,1,3.470410490975931,4,1.8692317197309762,0,0,1,0,0,0
The Dark Knight,4.867048902100617,2,3.1000257301078626,1,1.6232492903979006,1,0,0,0,0,0
Harry Potter,6.513362651514159,0,3.314709692955174,1,0.6020599913279624,0,1,0,0,0,0
Toy Story,5.913368207157928,3,3.002166061756508,1,2.0492180226701815,1,0,0,0,0,0
Finding Nemo,5.39106925866081,2,3.6309361190641916,1,2.100370545117563,0,0,0,0,0,1
Black Panther,5.970177124123378,1,3.541953474458236,2,1.8750612633917,0,1,0,0,0,0
The Godfather,6.5815836688144875,3,3.5286596452349897,0,2.0827853703164503,0,0,1,0,0,0
Spider-Man,4.259928190374753,1,3.621591675859218,1,1.3617278360175928,0,1,0,0,0,0
Shrek,6.756595186802888,0,3.5750723257138124,2,1.7403626894942439,0,0,1,0,0,0
Iron Man,4.258924482876879,4,3.5795549604009986,1,2.187520720836463,0,0,0,0,1,0
Captain America,5.361625859254536,2,3.2671717284030137,3,2.161368002234975,0,0,0,1,0,0
Batman Begins,6.506477837412976,2,3.5588285248170117,4,2.110589710299249,0,0,0,1,0,0
Wonder Woman,6.93909638343638,1,3.037426497940624,1,2.1271047983648077,0,0,0,0,0,1
Guardians of the Galaxy,6.781401693432371,0,3.3199384399803087,0,2.0293837776852097,0,0,1,0,0,0
Coco,6.304486003849072,2,3.5247854493212225,3,2.113943352306837,0,0,0,0,1,0
Pirates of the Caribbean,6.902935567853999,4,3.1838390370564214,4,1.146128035678238,0,0,0,1,0,0
X-Men,5.950802822964659,2,3.5974757898703773,3,1.9395192526186185,0,0,0,1,0,0
The Matrix,5.741991001139285,4,3.5467893516312583,4,1.7781512503836436,1,0,0,0,0,0
Forrest Gump,6.976868163237639,4,3.4446692309385245,1,1.2304489213782739,0,0,1,0,0,0
Jaws,4.487647347517618,3,3.598571663482141,4,2.0569048513364727,0,0,0,1,0,0
Interstellar,6.908450166688483,4,2.515873843711679,4,1.8512583487190752,0,0,0,0,0,1
Deadpool,6.818708695259516,0,3.613418945034573,1,1.591064607026499,1,0,0,0,0,0
Mad Max,6.672089264364139,0,3.274388795550379,2,2.1958996524092336,0,1,0,0,0,0
The Hunger Games,6.499346522722761,0,3.6437486854595256,3,1.380211241711606,0,0,0,1,0,0
The Avengers,6.638353955645585,4,3.4101020766428607,4,1.414973347970818,0,0,1,0,0,0
Titanic,5.487090275053385,3,2.5289167002776547,1,1.8325089127062364,0,0,0,1,0,0
Jurassic Park,6.915275544827848,3,3.295786940251609,4,2.155336037465062,0,0,0,1,0,0
Avatar,6.885696311776891,1,3.210853365314893,0,1.806179973983887,0,0,0,0,0,1
The Lion King,6.884713933177725,1,3.02201573981772,0,1.7993405494535817,1,0,0,0,0,0
Star Wars,5.105687272684375,2,3.3581252852766488,3,1.1760912590556813,0,0,1,0,0,0
Frozen,5.686822993615012,2,3.4801507252732806,1,1.0413926851582251,0,0,1,0,0,0
Inception,6.821858926975522,3,2.3344537511509307,4,1.568201724066995,0,0,0,0,1,0
The Dark Knight,5.822627638877203,3,3.358315640082196,0,2.060697840353612,0,0,0,1,0,0
Harry Potter,5.349209511820655,1,3.2550311633455515,3,1.5314789170422551,1,0,0,0,0,0
Toy Story,6.155454161646425,1,3.584783378996508,3,2.173186268412274,0,0,0,0,1,0
Finding Nemo,5.961932453501252,3,3.3825573219087857,4,2.0791812460476247,0,0,0,0,0,1
Black Panther,5.663131541748645,2,2.5854607295085006,1,1.3979400086720377,0,0,0,0,1,0
The Godfather,5.992310014931986,3,2.103803720955957,0,1.9294189257142926,0,0,0,0,1,0
Spider-Man,6.655770967773544,0,3.4303975913869666,1,1.6127838567197355,1,0,0,0,0,0
Shrek,6.803504366502656,0,3.6089536992758626,0,1.6720978579357175,0,0,0,0,1,0
Iron Man,4.612105403964061,4,2.462397997898956,4,1.8512583487190752,1,0,0,0,0,0
Captain America,6.72827982389751,1,3.543322900646912,4,2.24551266781415,0,0,1,0,0,0
Batman Begins,5.0896614144671775,4,3.598899887063883,0,1.8260748027008264,0,0,0,1,0,0
Wonder Woman,6.69329604521109,4,3.3805730030668872,3,2.103803720955957,0,1,0,0,0,0
Guardians of the Galaxy,3.86457040685343,0,3.1565491513317814,0,1.8573324964312685,1,0,0,0,0,0
Coco,6.934074302077114,0,3.581835924057648,1,2.1398790864012365,0,0,0,0,0,1
Pirates of the Caribbean,5.5917689289480625,2,2.247973266361807,2,1.7993405494535817,0,0,0,1,0,0
X-Men,4.8547552889672545,4,3.103803720955957,2,1.8808135922807914,0,0,0,0,1,0
The Matrix,6.766426232694942,3,3.390581878550435,4,2.0755469613925306,0,0,0,1,0,0
Forrest Gump,6.847931544038911,1,3.6341748717626,3,2.0681858617461617,0,0,0,0,1,0
Jaws,6.94454909438558,0,2.3820170425748683,1,1.6532125137753437,0,0,0,0,0,1
Interstellar,6.294712844210076,0,3.3163897510731952,4,1.9242792860618816,1,0,0,0,0,0
Deadpool,5.875298612838868,0,3.622731965164719,2,1.5314789170422551,0,0,0,1,0,0
Mad Max,5.675648217083921,3,3.5518158223510157,0,1.8750612633917,1,0,0,0,0,0
The Hunger Games,6.436748628630165,1,3.3651134316275773,1,1.414973347970818,1,0,0,0,0,0
The Avengers,6.599347949248667,4,3.6303261548039467,1,1.8573324964312685,0,1,0,0,0,0
Titanic,5.5433527309548865,1,3.6049816296074315,2,2.0086001717619175,0,0,0,0,1,0
Jurassic Park,6.921038034669409,4,3.1482940974347455,3,2.0211892990699383,0,0,0,0,0,1
Avatar,5.990612312031835,2,3.505149978319906,1,2.2095150145426308,0,0,0,0,0,1
The Lion King,6.793730682551707,0,3.3199384399803087,0,1.462397997898956,0,0,1,0,0,0
Star Wars,5.383068167772727,0,2.1335389083702174,1,1.9395192526186185,0,0,0,0,0,1
Frozen,6.427938669033395,1,3.295127085252191,0,2.143014800254095,0,0,0,0,0,1
Inception,6.315147554086219,0,3.600319329751661,3,1.8750612633917,0,0,1,0,0,0
The Dark Knight,6.644522781257226,0,3.4605971888976015,1,1.9867717342662448,1,0,0,0,0,0
Harry Potter,6.321190246271848,0,3.5456781497920256,4,1.662757831681574,1,0,0,0,0,0
Toy Story,6.734977270214698,4,2.0969100130080562,4,1.9444826721501687,1,0,0,0,0,0
Finding Nemo,6.222113762094527,0,3.505963518018126,2,1.7558748556724915,0,0,0,1,0,0
Black Panther,5.9853164268964285,4,2.143014800254095,4,2.0170333392987803,0,0,1,0,0,0
The Godfather,6.0120784442967405,3,3.5743785644130823,1,1.568201724066995,0,0,1,0,0,0
Spider-Man,6.766886371428599,0,2.3324384599156054,3,2.2278867046136734,0,0,1,0,0,0
Shrek,6.738529102107563,2,3.0572856444182146,0,1.5563025007672873,0,0,0,0,0,1
Iron Man,6.895301247118347,1,3.5281450782531065,0,2.2013971243204513,0,0,0,0,1,0
Captain America,4.9559329636714775,4,1.505149978319906,1,1.9493900066449128,0,0,0,1,0,0
Batman Begins,6.700536801795266,2,3.653115993165567,2,1.8573324964312685,0,0,0,0,1,0
Wonder Woman,5.857068823782803,3,3.262213705476417,0,1.9084850188786497,0,0,0,0,1,0
Guardians of the Galaxy,5.9923139933903435,1,3.118264726089479,0,1.8692317197309762,0,0,0,0,1,0
Coco,5.484904582549088,1,3.3585059114902354,3,1.2041199826559248,0,1,0,0,0,0
Pirates of the Caribbean,5.744881034281331,2,3.6314437690131722,3,1.7075701760979363,0,0,0,1,0,0
X-Men,6.127764489509812,2,2.673020907128896,1,2.0170333392987803,0,1,0,0,0,0
The Matrix,6.77592282380489,0,3.5728716022004803,2,2.2278867046136734,0,0,0,0,0,1
Forrest Gump,3.7558748556724915,3,3.3312247810207323,0,2.03342375548695,0,0,0,1,0,0
Jaws,4.829458161201617,3,2.975431808509263,4,2.24551266781415,0,1,0,0,0,0
Interstellar,5.558248838929012,1,3.548880562637515,1,1.146128035678238,0,0,0,0,0,1
Deadpool,6.758520548452421,1,3.5558196830611912,2,1.7481880270062005,0,1,0,0,0,0
Mad Max,4.701490271337055,1,2.3344537511509307,1,1.8388490907372552,1,0,0,0,0,0
The Hunger Games,6.16567810704908,2,3.229169702539101,0,1.6812412373755872,0,0,0,0,1,0
The Avengers,6.483405696813881,4,1.8976270912904414,0,2.041392685158225,0,0,0,0,1,0
Titanic,6.511473862134534,0,3.2195845262142546,0,2.093421685162235,0,0,0,0,1,0
Jurassic Park,6.784789763858094,1,2.965201701025912,4,1.6020599913279623,0,0,0,1,0,0
Avatar,6.465454682574452,3,3.1772478362556233,1,2.037426497940624,1,0,0,0,0,0
The Lion King,6.71818020860226,3,3.53832233323144,0,1.1760912590556813,0,0,0,0,1,0
Star Wars,6.204088495164552,4,3.525692524505011,3,2.060697840353612,0,1,0,0,0,0
Frozen,4.9982418965279996,2,3.3562171342197353,1,1.9084850188786497,0,1,0,0,0,0
Inception,6.503761139136139,4,3.6398847419163043,2,2.1789769472931693,0,0,1,0,0,0
The Dark Knight,6.294338564504292,3,3.1522883443830563,3,1.724275869600789,1,0,0,0,0,0
Harry Potter,5.737279333865939,2,3.186391215695493,0,1.7634279935629373,0,1,0,0,0,0
Toy Story,4.373298279614871,2,3.5369370227046737,0,2.2121876044039577,0,0,0,1,0,0
Finding Nemo,6.991277035830524,2,3.404491617758686,3,1.3222192947339193,0,0,0,0,0,1
Black Panther,6.89688755665952,0,3.156851901070011,3,1.380211241711606,0,1,0,0,0,0
The Godfather,6.49380674076764,1,2.8419848045901137,1,2.12057393120585,0,0,0,1,0,0
Spider-Man,6.858164338304658,3,3.3453737305590883,2,1.255272505103306,0,0,0,0,1,0
Shrek,6.238382613706269,4,3.331427296520743,0,1.8388490907372552,0,0,0,0,0,1
Iron Man,6.663579946694053,3,2.8506462351830666,2,2.173186268412274,0,0,0,0,1,0
Captain America,6.535072991405136,3,3.2043913319193,3,2.1072099696478683,1,0,0,0,0,0
Batman Begins,5.9538181412284406,3,3.137670537236755,0,2.0086001717619175,0,0,1,0,0,0
Wonder Woman,5.918435070042437,2,3.6400837313731205,0,1.9242792860618816,1,0,0,0,0,0
Guardians of the Galaxy,4.682803693083709,2,2.8175653695597807,4,2.089905111439398,0,0,0,1,0,0
Coco,5.769989190986079,3,3.2355284469075487,2,0.9030899869919435,0,0,1,0,0,0
Pirates of the Caribbean,3.9289588408808296,4,3.3827372657613304,1,1.568201724066995,1,0,0,0,0,0
X-Men,3.8228869478341507,3,3.3560258571931225,3,2.12057393120585,0,1,0,0,0,0
The Matrix,5.17534072910611,4,2.7596678446896306,2,1.0791812460476249,0,0,1,0,0,0
Forrest Gump,6.432473495603788,2,3.0293837776852097,0,1.4313637641589874,0,0,0,0,0,1
Jaws,6.973084514392204,2,3.1604685311190375,0,1.0413926851582251,0,0,1,0,0,0
Interstellar,6.9094700175807615,3,3.123524980942732,1,1.7481880270062005,1,0,0,0,0,0
Deadpool,6.217742075296327,0,3.143327129992046,3,1.3979400086720377,0,0,0,1,0,0
Mad Max,6.246035480445647,2,3.6158448828747023,1,1.9867717342662448,0,0,0,1,0,0
The Hunger Games,6.523026553966366,3,3.6481647785740012,0,2.089905111439398,1,0,0,0,0,0
The Avengers,6.340129087534556,2,3.3324384599156054,2,1.2041199826559248,0,0,1,0,0,0
Titanic,5.878653902034747,2,3.2000292665537704,2,1.462397997898956,0,0,0,0,1,0
Jurassic Park,6.985372756572755,1,3.4497868469857735,3,1.6334684555795864,0,0,1,0,0,0
Avatar,5.302151198368744,0,3.638089721984506,3,2.214843848047698,0,0,1,0,0,0
The Lion King,6.849663643436137,1,3.0842186867392387,4,2.1367205671564067,0,0,0,0,0,1
Star Wars,6.7101017031375685,3,3.185258765296585,2,1.6127838567197355,0,1,0,0,0,0
Frozen,6.947891156697209,0,2.4456042032735974,4,1.6532125137753437,0,1,0,0,0,0
Inception,5.819893204710589,3,3.589726256254237,0,1.9777236052888478,0,0,1,0,0,0
The Dark Knight,6.665529397896261,3,3.2234959409623944,4,1.919078092376074,0,1,0,0,0,0
Harry Potter,6.867509206410619,0,2.3944516808262164,1,1.9731278535996986,1,0,0,0,0,0
Toy Story,6.977194083350078,4,3.0362295440862948,2,2.225309281725863,1,0,0,0,0,0
Finding Nemo,4.979001748474721,1,3.5652573434202135,3,1.3424226808222062,0,1,0,0,0,0
Black Panther,6.687820919407706,3,3.3138672203691533,1,2.164352855784437,0,0,1,0,0,0
The Godfather,6.912765196169121,1,3.292920299600006,2,1.1760912590556813,0,0,0,1,0,0
Spider-Man,6.5938377800565116,4,3.604334073102911,3,1.6434526764861874,0,1,0,0,0,0
Shrek,5.40350829485568,3,2.3344537511509307,4,1.9444826721501687,0,0,0,0,0,1
Iron Man,6.829607479731044,0,3.5521813388393357,0,1.462397997898956,0,0,1,0,0,0
Captain America,6.802995261553886,4,3.170848203643309,4,1.8808135922807914,0,0,1,0,0,0
Batman Begins,6.102543809044565,2,3.6021685513789974,4,1.8864907251724818,0,0,0,1,0,0
Wonder Woman,5.87503404675137,3,3.1031192535457137,1,2.041392685158225,0,1,0,0,0,0
Guardians of the Galaxy,6.87721038517237,4,3.616685520895512,3,1.6127838567197355,1,0,0,0,0,0
Coco,5.749419365889047,1,3.522313795156667,0,1.6434526764861874,0,1,0,0,0,0
Pirates of the Caribbean,6.416802214484493,4,3.511214701136388,1,1.954242509439325,0,0,1,0,0,0
X-Men,5.969079343541783,0,3.339053735709139,0,2.2405492482826,1,0,0,0,0,0
The Matrix,6.146851154065926,4,3.587935348636356,4,1.99563519459755,0,0,1,0,0,0
Forrest Gump,5.413190757578614,2,2.7481880270062002,3,1.9242792860618816,0,0,0,0,0,1
Jaws,3.5907304057926903,1,3.482873583608754,4,2.2278867046136734,0,1,0,0,0,0
Interstellar,5.860612274256542,2,3.6138418218760693,4,1.9344984512435677,0,0,0,0,1,0
Deadpool,6.751682410115727,3,3.2753113545418118,0,2.225309281725863,0,0,0,1,0,0
Mad Max,6.647968872270158,3,3.0780941504064105,3,2.1367205671564067,0,0,0,1,0,0
The Hunger Games,5.945591667032007,1,3.386855529184724,0,1.3617278360175928,1,0,0,0,0,0
The Avengers,5.975800228042746,3,3.3634239329171765,3,1.5314789170422551,1,0,0,0,0,0
Titanic,6.998648154389384,2,3.553640336231354,2,1.9493900066449128,0,0,0,1,0,0
Jurassic Park,3.8901414600645774,4,3.5943925503754266,1,0.9542425094393249,0,1,0,0,0,0
Avatar,6.984939764693084,1,3.525044807036845,2,2.037426497940624,0,0,0,0,1,0
The Lion King,4.256862005896403,2,3.620448384711709,2,2.0791812460476247,0,0,1,0,0,0
Star Wars,5.984905637278676,2,3.484584529282843,1,2.2278867046136734,0,0,0,0,1,0
Frozen,6.613564249661807,0,2.9849771264154934,1,1.954242509439325,0,0,0,1,0,0
Inception,4.89144824810374,0,3.3778524190067545,2,2.2068258760318495,1,0,0,0,0,0
The Dark Knight,6.336188265004054,2,3.396548037987132,4,1.8976270912904414,0,0,0,1,0,0
Harry Potter,6.9319547873676495,0,3.364550995353972,3,2.0170333392987803,1,0,0,0,0,0
Toy Story,5.016088557067908,3,2.8744818176994666,0,0.9542425094393249,0,0,1,0,0,0
Finding Nemo,4.89416647122255,4,3.123851640967086,4,2.100370545117563,0,0,0,0,0,1
Black Panther,5.566971045994559,2,2.8041394323353503,4,1.9777236052888478,0,0,0,0,1,0
The Godfather,4.949863081080867,3,1.8750612633917,0,1.4471580313422192,0,0,0,0,1,0
Spider-Man,6.978034448869163,3,3.612889769287485,3,2.0530784434834195,0,1,0,0,0,0
Shrek,5.312372025729334,0,3.065206128054312,2,2.220108088040055,1,0,0,0,0,0
Iron Man,6.966571260520978,3,3.635081436010873,4,0.6020599913279624,0,0,1,0,0,0
Captain America,4.8121108412031,3,3.2518814545525276,4,1.845098040014257,1,0,0,0,0,0
Batman Begins,5.027504539669417,2,3.149834696715785,2,1.3617278360175928,0,0,1,0,0,0
Wonder Woman,6.758134536330553,3,2.926342446625655,3,1.8512583487190752,1,0,0,0,0,0
Guardians of the Galaxy,6.683559419600612,3,3.3854275148051305,4,1.7634279935629373,0,1,0,0,0,0
Coco,6.984987196895417,0,3.395326393069351,4,1.0,0,0,1,0,0,0
Pirates of the Caribbean,6.949690931876618,1,3.510276844417355,3,2.2013971243204513,0,1,0,0,0,0
X-Men,6.924807924531272,2,2.838849090737255,1,1.792391689498254,0,0,1,0,0,0
The Matrix,5.8722233063202225,1,3.371437317404101,1,1.9344984512435677,0,1,0,0,0,0
Forrest Gump,6.9399327835687,0,3.3352572564345317,0,1.7781512503836436,0,0,0,0,1,0
Jaws,6.505273191899046,1,3.513217600067939,4,2.2405492482826,0,0,0,1,0,0
Interstellar,5.8181803497073545,1,3.628695382714023,4,1.7481880270062005,0,0,1,0,0,0
Deadpool,4.738185770239969,2,3.575880315680646,2,1.2304489213782739,0,0,0,0,0,1
Mad Max,6.590667324312257,4,3.498172660636544,2,2.143014800254095,0,0,0,1,0,0
The Hunger Games,6.255592558685537,4,3.6310376965367404,1,2.130333768495006,1,0,0,0,0,0
The Avengers,6.899024697607854,0,3.3656751404559175,2,2.2430380486862944,0,0,0,1,0,0
Titanic,6.930432203541848,3,3.3531465462139796,1,0.7781512503836436,1,0,0,0,0,0
Jurassic Park,5.8009891142908145,1,3.2422929049829308,0,1.3010299956639813,0,1,0,0,0,0
Avatar,5.708119083853557,2,3.430075055551939,0,1.954242509439325,0,0,0,0,1,0
The Lion King,5.682201052512408,0,3.4474681309497557,0,1.3222192947339193,0,1,0,0,0,0
Star Wars,6.493191955408484,4,2.866877814337499,3,1.8573324964312685,0,0,1,0,0,0
Frozen,6.322384708745404,3,3.519434194913703,3,1.9030899869919435,0,0,0,0,1,0
Inception,6.8044560041908655,3,2.550228353055094,4,2.100370545117563,0,0,0,0,0,1
The Dark Knight,6.940727604320919,0,3.462996612028056,4,1.568201724066995,0,0,0,0,0,1
Harry Potter,6.528879051224736,0,3.5722906061514177,1,1.3222192947339193,0,0,0,0,1,0
Toy Story,5.874443547073626,2,3.056142262059052,2,1.8808135922807914,0,0,0,0,1,0
Finding Nemo,5.2186956447536526,3,1.0,2,2.0718820073061255,0,1,0,0,0,0
Black Panther,6.943808598041003,2,2.979548374704095,3,0.9030899869919435,0,0,1,0,0,0
The Godfather,6.530817391726034,3,3.130655349022031,1,1.4771212547196624,0,0,1,0,0,0
Spider-Man,6.802070214267687,0,3.5459253293558426,1,2.100370545117563,0,0,0,0,1,0
Shrek,5.991946937730421,3,3.155336037465062,0,2.146128035678238,0,0,0,1,0,0
Iron Man,6.593124727676589,4,3.5780658838360915,2,1.8260748027008264,1,0,0,0,0,0
Captain America,6.3358332577270495,0,3.5224442335063197,1,2.1986570869544226,0,0,0,1,0,0
Batman Begins,4.0997841966035775,3,3.637189422148762,1,0.6989700043360189,0,0,0,0,1,0
Wonder Woman,5.374827134908044,2,3.5514499979728753,3,1.9912260756924949,1,0,0,0,0,0
Guardians of the Galaxy,4.97190178372309,1,3.380934463330702,2,1.8325089127062364,0,0,0,1,0,0
Coco,6.17948601010138,1,3.4401216031878037,3,1.414973347970818,1,0,0,0,0,0
Pirates of the Caribbean,6.93210328948266,0,3.3533390953113047,1,2.146128035678238,0,0,1,0,0,0
X-Men,5.31831173046864,3,3.00774777800074,2,1.3222192947339193,0,0,0,0,0,1
The Matrix,4.717087724927019,4,3.5926208213219826,3,2.037426497940624,1,0,0,0,0,0
Forrest Gump,3.280350693046006,0,3.179838928023187,3,1.4313637641589874,0,0,0,0,0,1
Jaws,4.326438276795728,3,3.2591158441850663,3,1.9731278535996986,0,0,0,0,0,1
Interstellar,4.099231615080882,4,3.317854489331469,3,1.380211241711606,0,0,0,0,0,1
Deadpool,5.46828380650563,3,3.5893910231369333,1,1.568201724066995,0,0,1,0,0,0
Mad Max,6.629388495548262,2,3.6396856612426816,1,2.123851640967086,1,0,0,0,0,0
The Hunger Games,3.778078861937455,2,3.428134794028789,4,1.9344984512435677,0,1,0,0,0,0
The Avengers,6.958343622396767,0,3.6200318951262975,1,2.2174839442139063,1,0,0,0,0,0
Titanic,6.618506741507617,2,3.5515719736742537,1,2.2095150145426308,0,1,0,0,0,0
Jurassic Park,6.8462085988667685,0,3.6527296960692475,3,2.2095150145426308,0,0,1,0,0,0
Avatar,6.830731571036871,1,3.377124042346456,0,1.919078092376074,1,0,0,0,0,0
The Lion King,6.9219947931152275,0,3.5532760461370994,1,1.7634279935629373,0,0,0,1,0,0
Star Wars,5.3118957780134535,3,3.5962671263955155,3,2.1958996524092336,0,0,0,0,0,1
Frozen,6.29279373177331,4,3.4891143693789193,3,2.0253058652647704,0,0,0,0,0,1
Inception,5.677961724904664,2,2.976808337338066,0,2.2227164711475833,0,0,0,0,0,1
